Id,Type,Image,URL,Content,Timestamp,Impressions (Organic),Impressions (Paid),Reach (Organic),Reach (Paid),Likes,Saved,Comments,Clicks,Interactions,Engagement,Video Views (Organic),Video Views (Paid),Post clicks (Paid),Post Interactions (Paid),Spend
"3182834217847858083_55644265820","FEED_IMAGE","https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-15/373273792_1048201483256086_6541838136092945205_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=o99Li_Wrk-4AX8475AQ&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfBg8LiZWoPxNeZh_nAoIlSWBhXev2EPop3ljk9SQ2Iigg&oe=650A4071","https://www.instagram.com/p/CwrstuVx6Oj/","🐜 Termites- Nuisidex Entry 07

🪵La termite n'aime pas le froid, ce qui explique d'ailleurs que leurs grandes migrations ont lieu au début du printemps vers mars / avril. Mais certaines espèces migrent au début de l'automne, notamment vers les structures en bois sec, pour y passer l'hiver. Mauvaise nouvelle pour votre maison, ces rongeurs de bois ne vous laissent pas totalement tranquille pendant la saison froide. 

Protégez vos boiseries contre cet insecte invasif et vorace ! Une équipe professionnelle vous accompagne pour sécuriser votre logement.

Interventions Nuisibles protège votre hiver ➡️ Nos contacts et numéros d'urgence dans la bio !

#termites #automne #bois #pokédex",2023-09-02 10:30,38,,35,,0,0,0,"0",0,"0",,,,,
"3182713336712340845_55644265820","FEED_IMAGE","https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-15/373330065_2025669497792173_7075305816343116701_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=8cyvcVGo9DUAX8ja17M&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfA5NuJ9uIbcygKANQYxnHoEfaFXVWDYCGox9VXLAaxceg&oe=6509C8E3","https://www.instagram.com/p/CwrROrAoyVt/","🐛 Punaises - Nuisidex Entry 06

👃La punaise s'infiltre dans les maisons à l'approche des journées froides de l'hiver et de l'automne. Elle vrombit, se cogne et dérange plus qu'elle ne menace. Cependant, sa présence représente une véritable gêne, notamment au travers de son odeur provenant des glandes odoriférantes. Un système de défense qui répand un fumet fétide !

Alors ne laissez plus les punaises envahir votre logement et parfumer vos pièces, faites appel à des professionnels !

Interventions Nuisibles protège votre hiver ➡️ Nos contacts et numéros d'urgence dans la bio !

#punaise #automne  #odeurs #pokédex",2023-09-02 06:30,31,,29,,0,0,0,"0",0,"0",,,,,
"3182320838417779950_55644265820","FEED_IMAGE","https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-15/373068310_825281765713668_5268998506744927742_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=kCONVIQBGM0AX9R5cXC&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfDf7WtVmddRZQuuZS_kZGoWUDutg3K9tyxbPcE2pe_kLQ&oe=65092421","https://www.instagram.com/p/Cwp3_EfNwzu/","🐞 Punaises de lit - Nuisidex Entry 05

🌃 De plus en plus répandues dans l'Hexagone, les punaises de lit sont un véritable enfer pour ceux qui les subissent. Une fois installées dans nos matelas, tout s'enchaîne : insalubrité, via leurs petites déjections noires au creux du matelas, mais aussi dérangements nocturnes, car ces animaux se nourrissent de notre sang au travers de morsures à même la peau. 

Reprenez le contrôle sur votre nuit, ne laissez pas les punaises de lit gagner, en faisant appel à des professionnels !

Interventions Nuisibles protège votre hiver ➡️ Nos contacts et numéros d'urgence dans la bio !

#punaisesdelit #bedbug  #sommeil #pokédex",2023-09-01 17:30,81,,73,,1,0,0,"0",1,"13.7",,,,,
"3182155623549909745_55644265820","FEED_IMAGE","https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-15/372603843_630871265554722_1806240790210594198_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=zf0koY0EOlsAX9QfoEl&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfAVgB2kw9UWfIH8XgMzv4COstG5zy1HC8Ky0q4-60mSHQ&oe=650A0022","https://www.instagram.com/p/CwpSa4JtDrx/","🐛 Puces - Nuisidex Entry 04

🔝Les puces raffolent de l'intérieur de nos maisons durant l'automne et l'hiver. Elles utilisent les animaux de compagnie pour infiltrer notre domicile, avant de se répandre dans les parquets, les tissus et autres espaces exigus.  Une fois la colonie lancée, votre maison peu devenir invivable à cause de leurs bonds et de leurs morsures...

Alors luttez contre l'infestation bondissante des puces, en faisant appel à une équipe experte dans leur extermination !

Interventions Nuisibles protège votre hiver ➡️ Nos contacts et numéros d'urgence dans la bio !

#puces #chat  #chiens #pokédex",2023-09-01 12:02,32,,25,,0,0,0,"0",0,"0",,,,,
"3182004306247830275_55644265820","FEED_IMAGE","https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-15/373617994_1673024919842791_8802555120362917918_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=9szy3G8uhWMAX-rCBP4&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfD7vEsTZNTQ1H_vKGE2IuR-EpXK7C2_TZpRn7ZL7-KpLg&oe=650919F3","https://www.instagram.com/p/CwowA67qksD/","🦟 Moustiques - Nuisidex Entry 03

🌗Contrairement à une idée très répandue, le moustique ne disparaît pas forcément avec la fin de l'été. Certaines espèces restent actives au début de l'automne, n'hibernant que pendant la saison froide, pour sortir de son nid à l'approche du printemps, aux alentours de mars. Ils gâchent nos étés, mais peuvent aussi ruiner l'arrière saison !

Vous n'en pouvez plus du bourdonnement incessant des moustiques et de leurs piqures ? Faites appel à des professionnels !

Interventions Nuisibles protège votre hiver ➡️ Nos contacts et numéros d'urgence dans la bio !

#moustiques #piqure  #nuisibles #pokédex",2023-09-01 07:01,37,,32,,0,0,0,"0",0,"0",,,,,
"3181535666797774546_55644265820","FEED_IMAGE","https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-15/372700746_276098428512636_660473887525462712_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=UFo9L3KCXc4AX_6lM1Q&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfArV7rG8-du422fC5-jeFnGJ7cguuE3K0Uh2bGEpafCbw&oe=650A749A","https://www.instagram.com/p/CwnFdUbt4bS/","🐭 Rongeur - Nuisidex Entry 02

🔥Les rongeurs adorent nos maisons et bâtiments en hiver. Rats, souris et autres espèces s'infiltrent par le moindre trou pour venir passer l'hiver en grignotant. Grignoter notre nourriture, mais aussi les câbles et installations au sein de l'habitation. Attention aux dégâts qui peuvent êtres conséquents !

Si vous repérez des traces de rongeur dans votre domicile, ne perdez pas de temps et contactez des professionnels !

Interventions Nuisibles protège votre hiver ➡️ Nos contacts et numéros d'urgence dans la bio !

#rat #rongeur #nuisibles #pokédex",2023-08-31 15:30,51,,42,,2,0,0,"0",2,"47.62",,,,,
"3181384672047627723_55644265820","FEED_IMAGE","https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-15/371250456_1483379325811069_7361329335670366578_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=pPIOykSR1aEAX9PLsFZ&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfDekSRBgLnvxd1gIfdITnBldtSvg3pKUtFTkNHraH4uqQ&oe=650A9F35","https://www.instagram.com/p/CwmjIDnRX3L/","🐜 Cafard - Nuisidex Entry 01 

🥶 Pour se protéger du froid, le cafard s'infiltre dans nos logements. À proximité de la chaleur et de l'humidité du domicile, cet insecte s'approprie votre nourriture et apporte la saleté et l'insalubrité. 

Attention, le cafard est un nuisible résistant qui peut être complexe à éliminer ! De plus, sa présence peut entraîner des réactions allergiques ainsi que de l'asthme. 

Si vous repérez une infestation de blattes ou de cafards, faites appel à des professionnels pour les attraper tous !

Interventions Nuisibles protège votre hiver ➡️ Nos contacts et numéros d'urgence dans la bio !

#cafard #blattes #nuisibles #pokédex",2023-08-31 10:30,49,,42,,2,0,0,"0",2,"47.62",,,,,
"3181249285029295956_55644265820","FEED_IMAGE","https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-15/372069598_314513857627306_4629913383734103592_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2wCkGV3phXgAX-4eh_7&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfDpTV4lhX74NVXFPdgmh3mOwUCunq-jOnWVLgWuBSXBnQ&oe=650A3A28","https://www.instagram.com/p/CwmEV6oIvdU/","🚀 Préparez vous à la fin de l'été ! 

Nous lançons le Nuisidex, votre guide ultime pour découvrir et combattre les nuisibles d'automne et d'hiver. 🍂❄️

Rongeurs, cafards, moustiques, découvrez toutes les espèces invasives qui s'infiltrent dans les maisons et qui gâchent nos soirées au chaud. 

Gardez un œil sur nos posts pour devenir le maître de la saison froide ! 👾 

#AttrapezLesTous #nuisibles #toussensibles #pokédex",2023-08-31 06:01,46,,38,,1,0,0,"0",1,"26.32",,,,,
"3179139858718694537_55644265820","FEED_IMAGE","https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-15/371026107_847711603366670_9016631626895870183_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=NkSQeTPyC_YAX8reDdu&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfA5LJ1q7dJXZDoe4x1kcsLOJRpwY8xvMBYgJZqdGdjPkw&oe=65091DE6","https://www.instagram.com/p/CwektuSNpyJ/","Connaissez vous l'impact réel des nuisibles sur notre environnement ? 

Au delà d'un inconfort, léger à fort en fonction de l'infestation et de l'espèce invasive, des troubles concrets peuvent apparaître, en matière de salubrité, d'hygiène, de santé et même de viabilité d'un logement. 

Alors, pour rendre cela plus clair, Interventions Nuisibles a repris le célèbre schéma de l'iceberg ! 

Dites nous en commentaires si vous pensez à d'autres impacts des nuisibles sur votre quotidien ⬇️

#iceberg #nuisibles #impact",2023-08-28 08:10,47,,37,,1,0,0,"0",1,"27.03",,,,,
"3177127357789353346_55644265820","FEED_CAROUSEL_ALBUM","https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-15/369707207_853571309619530_2493227006495622403_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-Ga1CMxebp4AX9LYwek&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfABhuZKZAaAVi85YAK4YOhkW2XDOvckICL8IthAw7wbCg&oe=6509C639","https://www.instagram.com/p/CwXbH-vNbWC/","🐝 Faut-il sauver une abeille fatiguée ? 

On comprend l'envie de venir en aide à une butineuse épuisée au milieu du jardin. 

Cependant, une abeille se repose avant tout dans sa ruche ; en dehors, elle est à la merci de ses prédateurs. Une abeille épuisée hors de son habitat est malheureusement en fin de vie. 

🔋 Mais vous pouvez  tout de même lui donner un coup de boost : déposez à proximité de l'insecte une goutte de miel, ou bien un mélange de 70% d'eau et 30% de miel. 

❌ Pour votre sécurité et celle de l'abeille, n'entrez pas en contact direct avec elle. 

#savethebee #nature #tips",2023-08-25 13:31,55,,36,,0,0,0,"0",0,"0",,,,,
"3175616952722040952_55644265820","FEED_IMAGE","https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-15/369251880_202413229486144_7981085895686096847_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=D4jWoqagfdYAX-rDDzu&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfBX8acPRlfUyChCLtYarbr2dbuK1gj-e7shXcpWwrwhbg&oe=6509DEDE","https://www.instagram.com/p/CwSDssZtKh4/","🐝 Abeille vs. Guêpe : Sauriez vous les distinguer ? 🐝

➡️ Reconnaître une abeille : petite mais costaude !

🟠 Taille : 1.1-1.3 cm.
🟠 La douceur du brun/doré.
🟠 Des poils et des bandes discrètes pour se faufiler.
🟠 Robuste dans la nature !

➡️ Reconnaître une guêpe : fine et flamboyante !

🟡 Taille : 1.1-1.8 cm.
🟡 Jaune vif : impossible à manquer !
🟡 Une taille de guêpe, littéralement.
🟡 Gracieuse et élégante dans les airs.

Notre conseil : si vous croisez une guêpe ou une abeille, mieux vaut ne pas s'y frotter, surtout si vous êtes à proximité d'un nid. 

Besoin d'aide ? Contactez un pro ! 📞 05 54 54 20 27

----------

#abeilles #guepes #spotthedifferences",2023-08-23 11:31,43,,36,,0,0,0,"0",0,"0",,,,,
"3174273755295244006_55644265820","FEED_IMAGE","https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-15/368563552_1046320250061367_2177898704878775655_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=9xufzdzKR7IAX8DElUg&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfDEsfT9E9Dn2d75InfGa7j7t9Ru0yYVKaV8cWf6i28CGQ&oe=6509D3A2","https://www.instagram.com/p/CwNSSmUN97m/","🐝 Les abeilles sont-elles des nuisibles ? 

❌ Non, les abeilles ne sont pas des insectes nuisibles. 

Au contraire, ces petites bêtes volantes sont de véritables alliées de l'environnement et de notre bien être. 

🌳 Évidemment, l'abeille contribue à la pollinisation et au développement de la flore : arbres, végétaux et mêmes légumes ont besoin de ces insectes pour un développement et une propagation saine. 

🍯 Le miel est aussi un apport de taille ; pour nos tartines, mais avant tout pour la faune sauvage ! Oiseaux, petits rongeurs et insectes intègrent le miel à leur régime alimentaire. 

🕷️ En parlant d'alimentation, l'abeille fait partie de la chaîne alimentaire de 24 espèces d'oiseaux ainsi que d'un grand nombre d'insectes (araignées, libellules...)

🏗️ Enfin, l'abeille est un véritable agent BTP de la nature ! Non seulement au travers de sa ruche, à l'architecture élaborée, mais aussi dans son rôle de pollinisateur, qui permet de maintenir des habitats pour des centaines d'espèces forestières et rurales. 

L'abeille a donc un rôle central dans la biodiversité ! Vous pouvez agir pour la protéger et ainsi agir directement en faveur de l'environnement : 

➡️ Si vous repérez un nid gênant, faites appel à un professionnel pour retirer la ruche sans blesser ses habitants 

➡️ Si vous repérez un nid de guêpe ou un nid de frelon, faites appel à des professionnels : ces espèces peuvent êtres agressives envers l'humain mais sont aussi de véritables prédateurs pour les abeilles

💬 Pour des conseils et une analyse de la situation, Interventions Nuisibles se tient à vos côtés ☎️ 05 54 54 20 27

#savethebee #bee #abeilles #ruche #environnement #ecosysteme #biodiversite #nature #insectes #ecologie #protection #nuisibles #interventions #toulouse #pau #saintremydeprovence #avignon #auch #orthez #dax #bayonne #biarritz #tarbes #nouvelleaquitaine #occitanie #provence #conseils #analyse #protection",2023-08-21 15:02,99,,79,,0,0,0,"0",0,"0",,,,,
